mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,4.14276123046875,4.0378570556640625,4.724264144897461
mig,1.0,3.9696693420410156,3.9739608764648438,6.856203079223633
