mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,4.413938522338867,4.24647331237793,5.262136459350586
mig,1.0,4.181146621704102,4.182100296020508,8.109855651855469
