mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-2,2_resnet50-4
mps-uncap,1.0,4.292011260986328,4.183530807495117,4.909276962280273
mig,1.0,4.100322723388672,4.103183746337891,7.447957992553711
