mode,load,0_vgg19-4,1_vgg19-4,2_vgg19-4,3_vgg19-4
mig,0.1,21.418333053588867,20.990371704101562,16.472339630126953,23.012876510620117
mig,0.2,30.469179153442383,29.281139373779297,29.33645248413086,52.4287223815918
mig,0.3,31.484603881835938,31.50320053100586,31.90755844116211,44.24238204956055
mig,0.4,46.06437683105469,51.84507369995117,38.510799407958984,62.03818321228027
mig,0.5,61.19418144226074,56.03218078613281,56.22053146362305,105.9725284576416
mig,0.6,76.3387680053711,64.52822685241699,76.46656036376953,166.7778491973877
mig,0.7,74.68581199645996,81.87675476074219,108.57534408569336,168.72620582580566
mig,0.8,154.73270416259766,166.5515899658203,138.25154304504395,242.9337501525879
mig,0.9,186.69986724853516,280.84874153137207,187.29829788208008,325.72078704833984
mig,1.0,486.0234260559082,503.77631187438965,573.6136436462402,1053.8671016693115
