mode,load,0_vgg13-32,1_efficientnet_b6-4,2_vgg11-16
mps-uncap,1.0,25.930385589599624,190.01009464263916,23.040297031402588
mig,1.0,39.60399627685547,21.365535259246826,23.2058048248291
