mode,load,0_vgg13-32,1_efficientnet_b6-4,2_vgg11-16
mps-uncap,1.0,24.079561233520508,170.66240310668945,20.289301872253418
mig,1.0,36.38768196105957,20.244836807250977,20.858287811279297
