mode,load,0_vgg13-32,1_efficientnet_b6-4,2_vgg11-16
mps-uncap,1.0,27.29940414428711,193.82452964782715,25.3903865814209
mig,1.0,40.70329666137695,28.280019760131836,25.096654891967773
