mode,load,0_vgg13-32,1_efficientnet_b6-4,2_vgg11-16
mps-uncap,1.0,0.000476837158203125,0.01049041748046875,0.000476837158203125
mig,1.0,0.000476837158203125,0.0045299530029296875,0.000476837158203125
