mode,load,0_vgg13-32,1_efficientnet_b6-4,2_vgg11-16
mps-uncap,1.0,24.971961975097656,183.77208709716797,21.900129318237305
mig,1.0,37.190914154052734,20.573854446411133,21.294832229614258
