mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_resnet50-16
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.008344650268554688,0.0007152557373046875
