mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_resnet50-16
mps-uncap,1.0,2234.1007493171087,2234.110563055031,1175.8048108794546,895.7169486903579
