mode,load,0_alexnet-2,1_densenet121-32,2_vgg16-16
mps-uncap,0.8,9.350299835205078,67.33989715576172,17.04716682434082
mps-uncap,0.9,9.751558303833008,65.76323509216309,16.87479019165039
mps-uncap,1.0,9.47880744934082,69.34022903442383,16.955137252807617
mps-uncap,0.5,9.055137634277344,60.76335906982422,16.06130599975586
mps-uncap,0.6,9.471893310546875,63.39907646179199,16.39723777770996
mps-uncap,0.7,8.897542953491211,66.64657592773438,16.640186309814453
mps-uncap,0.1,5.7392120361328125,24.102449417114258,15.350580215454102
mps-uncap,0.2,7.874965667724609,41.85056686401367,14.845609664916992
mps-uncap,0.3,8.557319641113281,58.36820602416992,15.213251113891602
mps-uncap,0.4,8.3770751953125,58.0143928527832,15.501976013183594
