mode,load,0_alexnet-2,1_densenet121-32,2_vgg16-16
mps-uncap,0.8,2.2423267364501953,41.983842849731445,11.020183563232422
mps-uncap,0.9,2.498507499694824,47.51777648925781,11.482954025268555
mps-uncap,1.0,3.2918453216552734,64.05353546142578,12.406587600708008
mps-uncap,0.5,1.136183738708496,23.508191108703613,9.65428352355957
mps-uncap,0.6,1.4542341232299805,25.336146354675293,9.914636611938477
mps-uncap,0.7,1.8146038055419922,31.09145164489746,10.114192962646484
mps-uncap,0.1,1.1208057403564453,16.010642051696777,9.301066398620605
mps-uncap,0.2,1.0974407196044922,16.881465911865234,9.34743881225586
mps-uncap,0.3,1.0898113250732422,16.820192337036133,9.40239429473877
mps-uncap,0.4,1.1057853698730469,18.99242401123047,9.456038475036621
