mode,load,0_alexnet-2,1_densenet121-32,2_vgg16-16
mps-uncap,0.8,402.65867325767994,385.81744243643413,1003.0857791990205
mps-uncap,0.9,451.8283620064839,441.94156465335806,1069.4784366024373
mps-uncap,1.0,517.1920796732207,506.17414167251064,1232.5435488309531
mps-uncap,0.5,256.1885470273176,231.465516539512,602.6346062195558
mps-uncap,0.6,306.5893013116222,303.72129495937503,755.7837346957053
mps-uncap,0.7,352.4122126067088,329.17268832830445,855.3740045616776
mps-uncap,0.1,54.37888421865995,54.01978419541893,114.36143241862969
mps-uncap,0.2,101.73570165338758,89.64312584143804,240.8662109230411
mps-uncap,0.3,153.82483967108675,136.48241399716395,368.478681979421
mps-uncap,0.4,202.25674333739235,192.4644962307878,500.2065674703007
