mode,load,0_alexnet-2,1_densenet121-32,2_vgg16-16
mps-uncap,0.8,0.49936771392822266,0.06270408630371094,8.498668670654297
mps-uncap,0.9,2.637505531311035,20.160913467407227,12.763738632202148
mps-uncap,1.0,112.94889450073242,1081.2633037567139,366.1913871765137
mps-uncap,0.5,0.040531158447265625,0.0591278076171875,0.048279762268066406
mps-uncap,0.6,0.04124641418457031,0.05888938903808594,0.3120899200439453
mps-uncap,0.7,0.04220008850097656,0.059604644775390625,3.796815872192383
mps-uncap,0.1,0.046253204345703125,0.058770179748535156,0.05900859832763672
mps-uncap,0.2,0.042438507080078125,0.05936622619628906,0.051975250244140625
mps-uncap,0.3,0.041484832763671875,0.060558319091796875,0.04982948303222656
mps-uncap,0.4,0.04076957702636719,0.06008148193359375,0.04863739013671875
