mode,load,0_alexnet-2,1_densenet121-32,2_vgg16-16
mps-uncap,0.8,7.1213960647583,65.16940593719482,15.963745117187496
mps-uncap,0.9,7.924296855926506,63.59544277191162,16.018319129943848
mps-uncap,1.0,7.893881797790523,67.02384948730469,16.280269622802738
mps-uncap,0.5,6.42426967620849,58.70743036270142,14.956772327423096
mps-uncap,0.6,6.87469244003296,60.278635025024435,15.36855220794678
mps-uncap,0.7,6.813607215881346,63.70911598205566,15.646786689758299
mps-uncap,0.1,4.526462554931642,23.96609783172607,13.551049232482912
mps-uncap,0.2,5.24363517761231,39.34288501739501,13.964385986328127
mps-uncap,0.3,5.682945251464844,46.31146430969236,14.535031318664553
mps-uncap,0.4,5.868434906005856,55.22660732269286,14.795219898223877
