mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,0.6,2.167940139770508,8.97216796875,8.642435073852539
mig,0.6,3.701925277709961,9.250164031982422,29.37030792236328
mps-uncap,0.7,2.171754837036133,8.820772171020508,8.480072021484375
mig,0.7,3.705739974975586,9.078502655029297,29.400348663330078
mps-uncap,0.8,2.1772384643554688,8.916378021240234,8.758306503295898
mig,0.8,3.693819046020508,9.171247482299805,29.24656867980957
mps-uncap,0.9,2.341747283935547,15.544891357421875,8.865118026733398
mig,0.9,3.7069320678710938,9.2620849609375,29.403209686279297
mps-uncap,1.0,2.377748489379883,10.010242462158203,8.897781372070312
mig,1.0,3.8652420043945312,9.227752685546875,29.431581497192383
mps-uncap,1.1,2.492666244506836,18.283605575561523,9.314775466918945
mig,1.1,3.8604736328125,9.391546249389648,29.621362686157227
mps-uncap,1.2,3.6580562591552734,12.445211410522461,9.421586990356445
mig,1.2,3.8683414459228516,9.329080581665039,29.572486877441406
mps-uncap,1.3,3.5822391510009766,10.29348373413086,9.42087173461914
mig,1.3,3.6993026733398438,9.294748306274414,29.556751251220703
