mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,0.6,0.010967254638671875,0.01430511474609375,0.012874603271484375
mig,0.6,0.010967254638671875,0.011205673217773438,0.012874603271484375
mps-uncap,0.7,0.011205673217773438,0.012874603271484375,0.012874603271484375
mig,0.7,0.011444091796875,0.011444091796875,0.013113021850585938
mps-uncap,0.8,0.011205673217773438,0.014066696166992188,0.012636184692382812
mig,0.8,0.011205673217773438,0.011920928955078125,0.012874603271484375
mps-uncap,0.9,0.010967254638671875,0.035762786865234375,0.012874603271484375
mig,0.9,0.011444091796875,0.013828277587890625,0.013589859008789062
mps-uncap,1.0,0.011444091796875,0.018835067749023438,0.012874603271484375
mig,1.0,0.0133514404296875,0.014066696166992188,0.0133514404296875
mps-uncap,1.1,0.01239776611328125,0.017404556274414062,0.012636184692382812
mig,1.1,0.012636184692382812,0.014781951904296875,0.017881393432617188
mps-uncap,1.2,0.014066696166992188,0.018596649169921875,0.011205673217773438
mig,1.2,0.013589859008789062,0.017642974853515625,0.0171661376953125
mps-uncap,1.3,0.015020370483398438,0.03361701965332031,0.011682510375976562
mig,1.3,0.014066696166992188,0.017404556274414062,0.017404556274414062
