mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,0.6,5.862951278686525,15.148305892944336,11.788511276245117
mig,0.6,5.103349685668945,10.067415237426758,31.3833475112915
mps-uncap,0.7,8.164286613464355,15.58840274810791,11.720848083496094
mig,0.7,4.976224899291991,9.700870513916016,31.260395050048828
mps-uncap,0.8,9.16755199432373,16.094684600830078,11.67750358581543
mig,0.8,4.921197891235352,9.6665620803833,31.09302520751953
mps-uncap,0.9,9.33394432067871,16.111016273498535,11.284399032592772
mig,0.9,4.906082153320313,9.659528732299805,30.84878921508789
mps-uncap,1.0,9.882116317749027,16.712665557861328,10.998034477233887
mig,1.0,4.486298561096195,9.823441505432129,30.683541297912598
mps-uncap,1.1,10.107374191284181,18.049645423889164,10.924816131591797
mig,1.1,4.385948181152344,9.505748748779297,30.589675903320312
mps-uncap,1.2,10.357666015625002,21.03204727172852,10.910701751708984
mig,1.2,4.409837722778321,9.397268295288086,30.61211109161377
mps-uncap,1.3,10.536384582519531,22.598934173583984,11.04884147644043
mig,1.3,4.898548126220703,9.442758560180664,30.786585807800293
