mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,0.6,25.961961746215774,78.14020633697508,24.85640525817871
mig,0.6,25.015306472778313,50.73747634887695,225.70096731185836
mps-uncap,0.7,39.75784778594971,123.22138547897343,27.54533767700195
mig,0.7,35.98038673400879,78.76616477966317,289.1706943511963
mps-uncap,0.8,56.28925561904907,699.6853590011596,32.98356771469112
mig,0.8,72.86360979080202,113.48215341567987,317.71600484848034
mps-uncap,0.9,81.65407180786138,7561.674606800079,31.210601329803463
mig,0.9,358.4169387817382,200.3244400024416,321.7631149291993
mps-uncap,1.0,157.8803253173828,19368.705368041992,34.68226671218872
mig,1.0,1666.7363858222961,884.7462773323059,1214.151906967163
mps-uncap,1.1,913.7561702728271,28079.086389541626,37.95452117919922
mig,1.1,6744.645004272461,7777.0547699928275,8435.934522151947
mps-uncap,1.2,13520.722012519836,35166.777348518364,41.29691123962403
mig,1.2,13034.490766525269,14361.58893585205,16052.914400100704
mps-uncap,1.3,23367.08918571472,39987.17662334442,44.92326736450195
mig,1.3,19359.69310760498,20080.06702899933,20558.72811317444
