mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,0.6,21.2311029434204,67.62464523315428,14.665975570678718
mig,0.6,20.69277763366698,41.213760375976555,195.96286296844417
mps-uncap,0.7,34.21151638031006,111.88619136810311,17.155237197875973
mig,0.7,31.37531280517579,69.51302528381368,259.5273113250733
mps-uncap,0.8,51.114797592163086,689.806547164917,22.289986610412594
mig,0.8,67.90696859359753,104.24515008926386,286.96613073349016
mps-uncap,0.9,77.0481586456299,7551.82147026062,20.04238843917845
mig,0.9,353.68749618530273,190.98815917968776,291.78788185119635
mps-uncap,1.0,154.41696166992185,19356.062507629395,23.672492504119834
mig,1.0,1662.5745105743408,875.1220822334294,1184.5240783691406
mps-uncap,1.1,910.780143737793,28065.01892566681,27.203226089477532
mig,1.1,6740.667200088502,7767.64944076538,8406.235477924345
mps-uncap,1.2,13513.139929771423,35146.91153049468,30.579280853271495
mig,1.2,13030.47417640686,14352.374420166016,16022.67597198486
mps-uncap,1.3,23362.265090942383,39972.281498909,33.85477781295781
mig,1.3,19355.75870513916,20070.632944107056,20527.919511795044
