mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,0.6,0.049591064453125,7.289290428161621,0.019311904907226562
mig,0.6,1.5974044799804688,3.773212432861328,16.8534517288208
mps-uncap,0.7,1.5878677368164062,15.228986740112305,0.01811981201171875
mig,0.7,3.0181407928466797,6.815910339355469,21.949291229248047
mps-uncap,0.8,3.4428834915161133,88.71126174926758,0.017642974853515625
mig,0.8,5.572676658630371,11.963844299316406,39.88206386566162
mps-uncap,0.9,7.847785949707031,2891.0592794418335,0.017404556274414062
mig,0.9,11.86680793762207,30.61962127685547,56.77497386932373
mps-uncap,1.0,22.582054138183594,9618.677377700806,0.018358230590820312
mig,1.0,219.8723554611206,314.4799470901489,623.9269971847534
mps-uncap,1.1,376.7240047454834,14193.819403648376,0.017881393432617188
mig,1.1,2524.815559387207,3457.242250442505,5066.3580894470215
mps-uncap,1.2,6953.042984008789,17878.067016601562,0.018358230590820312
mig,1.2,5655.17258644104,8046.726584434509,8219.470739364624
mps-uncap,1.3,12580.32774925232,20530.534029006958,0.019311904907226562
mig,1.3,8698.485136032104,10159.665584564209,9793.70665550232
