mode,load,0_squeezenet1_1-16,1_resnet101-2,2_vgg13-16
mps-uncap,0.6,59.91673469543457,108.28304290771484,38.99645805358887
mig,0.6,48.42662811279297,88.18864822387695,299.29232597351074
mps-uncap,0.7,88.04154396057129,168.30134391784668,52.781105041503906
mig,0.7,69.98634338378906,120.54896354675293,362.3988628387451
mps-uncap,0.8,99.31564331054688,824.4171142578125,49.21269416809082
mig,0.8,122.93815612792969,172.43695259094238,429.872989654541
mps-uncap,0.9,119.13371086120605,7644.7930335998535,42.55056381225586
mig,0.9,406.45289421081543,273.41175079345703,404.3862819671631
mps-uncap,1.0,199.42259788513184,19533.360719680786,54.91209030151367
mig,1.0,1710.1783752441406,923.4066009521484,1299.2281913757324
mps-uncap,1.1,968.7385559082031,28389.875411987305,90.61408042907715
mig,1.1,6816.615343093872,7893.750429153442,8592.820882797241
mps-uncap,1.2,13559.64732170105,35479.88963127136,69.70858573913574
mig,1.2,13175.753831863403,14594.507932662964,16304.221630096436
mps-uncap,1.3,23559.003353118896,40277.45032310486,66.6358470916748
mig,1.3,19523.813486099243,20340.376615524292,20799.692392349243
