mode,load,0_resnet101-8,1_resnet18-4,2_vgg13-2
mps-uncap,0.8,429.37231971155745,917.0767035969675,534.625118451975
mps-uncap,0.9,480.3851444390447,1029.0292721946787,602.6129093009715
mps-uncap,1.0,546.2779341534651,1163.9498251529985,678.0905191253743
mps-uncap,0.5,262.58362191166776,578.0877655591113,330.4299542988785
mps-uncap,0.6,322.91808555519697,698.0921539747915,403.21440459688114
mps-uncap,0.7,370.6774673333728,827.2259827883513,456.36670994760595
mps-uncap,0.1,52.810758856120884,119.84455865307287,66.12066348936246
mps-uncap,0.2,113.96735026216295,227.7753085246142,132.48635554076085
mps-uncap,0.3,162.21328257653667,344.5844196964654,199.89895621385327
mps-uncap,0.4,211.47257642398012,467.64328609484994,266.99448515147117
