mode,load,0_densenet201-2,1_densenet201-2,2_densenet201-2,3_densenet201-2
mig,0.1,0.0591278076171875,0.05841255187988281,0.06079673767089844,0.058770179748535156
mig,0.2,0.05412101745605469,0.05650520324707031,0.05602836608886719,0.05650520324707031
mig,0.3,0.04863739013671875,0.04696846008300781,0.048160552978515625,0.04875659942626953
mig,0.4,0.04839897155761719,0.04553794860839844,0.051975250244140625,0.05125999450683594
mig,0.5,0.5373954772949219,1.1025667190551758,0.7402896881103516,0.06008148193359375
mig,0.6,4.877328872680664,5.781054496765137,4.5871734619140625,5.740642547607422
mig,0.7,9.994983673095703,10.40029525756836,9.377241134643555,9.810566902160645
mig,0.8,13.437986373901367,14.550566673278809,14.933109283447266,21.070241928100586
mig,0.9,24.325847625732422,33.713698387145996,40.02547264099121,54.816603660583496
mig,1.0,185.57333946228027,395.6329822540283,333.77885818481445,216.38011932373047
