mode,load,0_densenet201-2,1_densenet201-2,2_densenet201-2,3_densenet201-2
mig,0.1,38.76328468322754,39.183616638183594,29.8006534576416,34.166812896728516
mig,0.2,39.956092834472656,40.181875228881836,34.113407135009766,56.57005310058594
mig,0.3,38.53034973144531,50.668954849243164,44.10552978515625,38.90848159790039
mig,0.4,46.97227478027344,77.14200019836426,52.529335021972656,53.689002990722656
mig,0.5,65.14716148376465,82.20410346984863,83.58192443847656,68.18962097167969
mig,0.6,79.22959327697754,94.2683219909668,101.38702392578125,113.96336555480957
mig,0.7,138.3190155029297,162.85467147827148,117.22660064697266,158.48493576049805
mig,0.8,137.7861499786377,154.59442138671875,145.77341079711914,249.36223030090332
mig,0.9,231.80413246154785,278.14435958862305,257.4765682220459,310.819149017334
mig,1.0,871.5858459472656,1200.9696960449219,845.2129364013672,695.5170631408691
