mode,load,0_densenet169-4,1_mobilenet_v3_large-16,2_squeezenet1_0-8
mps-uncap,0.8,16.844511032104492,4.788637161254883,1.8608570098876953
mps-uncap,0.9,16.875267028808594,4.878044128417969,1.9600391387939453
mps-uncap,1.0,17.297744750976562,4.846334457397461,2.3086071014404297
mps-uncap,0.5,16.692399978637695,4.8046112060546875,1.819610595703125
mps-uncap,0.6,16.817331314086914,4.819393157958984,1.8160343170166016
mps-uncap,0.7,16.544342041015625,4.7855377197265625,1.837015151977539
mps-uncap,0.1,16.9677734375,4.828453063964844,2.0864009857177734
mps-uncap,0.2,16.823291778564453,4.8160552978515625,2.062559127807617
mps-uncap,0.3,16.641616821289062,4.790306091308594,1.9099712371826172
mps-uncap,0.4,16.576051712036133,4.844903945922852,1.8301010131835938
