mode,load,0_densenet169-4,1_mobilenet_v3_large-16,2_squeezenet1_0-8
mps-uncap,0.8,22.38774299621582,10.235071182250977,6.80994987487793
mps-uncap,0.9,26.81899070739746,16.351938247680664,14.292001724243164
mps-uncap,1.0,31.88920021057129,18.360376358032227,14.958620071411133
mps-uncap,0.5,23.621559143066406,17.610549926757812,8.119583129882812
mps-uncap,0.6,24.93739128112793,15.212774276733398,7.613897323608398
mps-uncap,0.7,22.588014602661133,15.015840530395508,12.562274932861328
mps-uncap,0.1,41.043996810913086,14.310836791992188,7.599353790283203
mps-uncap,0.2,32.82618522644043,16.357421875,7.156848907470703
mps-uncap,0.3,30.343055725097656,14.499187469482422,8.590459823608398
mps-uncap,0.4,25.115966796875,17.45295524597168,7.338523864746094
