mode,load,0_densenet169-4,1_mobilenet_v3_large-16,2_squeezenet1_0-8
mps-uncap,0.8,474.977970123291,117.25044250488281,51.00440979003906
mps-uncap,0.9,718.7106609344482,424.4258403778076,156.2950611114502
mps-uncap,1.0,11338.94395828247,7910.888195037842,548.145055770874
mps-uncap,0.5,107.90395736694336,33.45131874084473,17.391681671142578
mps-uncap,0.6,144.39964294433594,60.20951271057129,23.907899856567383
mps-uncap,0.7,194.17333602905273,69.71621513366699,39.992570877075195
mps-uncap,0.1,56.142330169677734,30.469417572021484,11.908769607543945
mps-uncap,0.2,51.26476287841797,34.124135971069336,14.791488647460938
mps-uncap,0.3,87.94474601745605,36.406517028808594,19.953489303588867
mps-uncap,0.4,114.32623863220215,32.56368637084961,16.920804977416992
