mode,load,0_densenet169-4,1_mobilenet_v3_large-16,2_squeezenet1_0-8
mps-uncap,0.8,21.37014389038086,7.936201095581054,4.165077209472658
mps-uncap,0.9,18.81095886230469,6.560049057006835,4.183242321014404
mps-uncap,1.0,21.676504611968994,6.766653060913088,3.924846649169922
mps-uncap,0.5,20.890696048736576,8.170814514160156,5.231916904449467
mps-uncap,0.6,20.886278152465824,8.558497428894043,4.766075611114501
mps-uncap,0.7,21.189861297607425,8.464252948760985,4.712500572204589
mps-uncap,0.1,33.21937322616577,12.235097885131836,5.815064907073972
mps-uncap,0.2,31.371538639068593,12.007746696472166,5.539660453796387
mps-uncap,0.3,22.408497333526597,10.93815803527832,5.211257934570313
mps-uncap,0.4,21.12035512924194,9.266548156738281,5.350246429443358
