mode,load,0_densenet161-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,53.34827899932861,33.048343658447266,15.73024749755859
mps-uncap,0.9,61.745095252990716,28.676319122314453,15.658180713653564
mps-uncap,1.0,54.154305458068855,34.449172019958496,15.184810161590574
mps-uncap,0.5,54.95522260665889,25.579957962036133,15.65782308578492
mps-uncap,0.6,50.12044906616213,30.859880447387695,15.933189392089847
mps-uncap,0.7,58.97932052612306,27.882661819458004,16.24598741531372
mps-uncap,0.1,46.93367481231689,25.549650192260746,19.4690990447998
mps-uncap,0.2,35.81357002258301,26.048851013183597,15.839481353759767
mps-uncap,0.3,44.22780036926268,27.23522186279295,15.272974967956543
mps-uncap,0.4,50.00370502471924,24.208545684814457,15.852117538452143
