mode,load,0_densenet161-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,0.012159347534179688,0.011444091796875,0.009059906005859375
mps-uncap,0.9,0.01239776611328125,0.012159347534179688,0.010728836059570312
mps-uncap,1.0,0.011920928955078125,0.012159347534179688,0.013113021850585938
mps-uncap,0.5,0.012159347534179688,0.011920928955078125,0.010728836059570312
mps-uncap,0.6,0.012159347534179688,0.011444091796875,0.010967254638671875
mps-uncap,0.7,0.011682510375976562,0.011682510375976562,0.0095367431640625
mps-uncap,0.1,0.02193450927734375,0.012636184692382812,0.014066696166992188
mps-uncap,0.2,0.016450881958007812,0.012636184692382812,0.011682510375976562
mps-uncap,0.3,0.01239776611328125,0.010251998901367188,0.011205673217773438
mps-uncap,0.4,0.01239776611328125,0.012159347534179688,0.010013580322265625
