mode,load,0_densenet161-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,314.50843811035156,257.7846050262451,261.34657859802246
mps-uncap,0.9,913.092851638794,288.4256839752197,910.6435775756836
mps-uncap,1.0,899.4624614715576,830.3060531616211,5529.791593551636
mps-uncap,0.5,122.37024307250977,71.16580009460449,121.76680564880371
mps-uncap,0.6,114.14718627929688,135.2701187133789,90.88301658630371
mps-uncap,0.7,259.8731517791748,128.68666648864746,156.63504600524902
mps-uncap,0.1,53.66969108581543,38.129568099975586,50.13108253479004
mps-uncap,0.2,56.542158126831055,40.34113883972168,55.41658401489258
mps-uncap,0.3,56.06651306152344,50.29296875,58.49933624267578
mps-uncap,0.4,99.52926635742188,44.71182823181152,80.3382396697998
