mode,load,0_densenet161-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,50.00901222229004,29.686975479125977,14.63479995727539
mps-uncap,0.9,58.0960750579834,27.72982120513916,14.65446949005127
mps-uncap,1.0,51.650333404541016,31.056785583496094,14.686322212219238
mps-uncap,0.5,46.205878257751465,21.649885177612305,14.292383193969727
mps-uncap,0.6,44.58632469177246,26.70106887817384,14.576339721679688
mps-uncap,0.7,54.6558141708374,25.249195098876953,14.64526653289795
mps-uncap,0.1,38.6195182800293,20.63224315643311,18.581295013427734
mps-uncap,0.2,32.160282135009766,21.717548370361328,14.593839645385742
mps-uncap,0.3,31.214094161987312,22.207021713256836,14.269113540649414
mps-uncap,0.4,36.730766296386726,19.898939132690433,14.455080032348633
