mode,load,0_densenet161-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,54.76236343383789,36.037445068359375,19.624948501586914
mps-uncap,0.9,63.38906288146973,30.800819396972656,17.914772033691406
mps-uncap,1.0,56.778907775878906,39.231300354003906,23.478269577026367
mps-uncap,0.5,59.177398681640625,27.655601501464844,27.713537216186523
mps-uncap,0.6,53.68781089782715,33.09321403503418,17.03190803527832
mps-uncap,0.7,61.14602088928223,29.056072235107422,17.604351043701172
mps-uncap,0.1,49.03769493103027,28.146743774414062,22.251367568969727
mps-uncap,0.2,41.37229919433594,28.113126754760742,17.085552215576172
mps-uncap,0.3,47.59502410888672,30.047893524169922,16.154050827026367
mps-uncap,0.4,52.37603187561035,26.910066604614258,19.498825073242188
