mode,load,0_densenet161-4,1_inception_v3-4,2_vgg19-16
mps-uncap,0.8,16.45827293395996,8.576154708862305,11.711597442626953
mps-uncap,0.9,16.762971878051758,8.614540100097656,11.82103157043457
mps-uncap,1.0,20.667552947998047,15.329599380493164,11.886119842529297
mps-uncap,0.5,16.587495803833008,8.54802131652832,11.681556701660156
mps-uncap,0.6,16.5252685546875,8.536815643310547,11.69586181640625
mps-uncap,0.7,16.121864318847656,8.525848388671875,11.790275573730469
mps-uncap,0.1,17.594099044799805,8.698701858520508,11.756420135498047
mps-uncap,0.2,17.266035079956055,8.637428283691406,11.697530746459961
mps-uncap,0.3,16.655921936035156,8.660554885864258,11.67154312133789
mps-uncap,0.4,16.423940658569336,8.659601211547852,11.617660522460938
