mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-32,2_resnet18-32,3_squeezenet1_1-4
mps-uncap,1.0,2491.2847144190746,2178.5465895468665,3340.5046825651975,605.8875428075804
