mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v3_large-16,3_vgg16-32
mps-uncap,1.0,0.005245208740234375,0.000476837158203125,0.012636184692382812,0.0007152557373046875
