mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,53.444623947143555,4.072666168212891,6.4983367919921875
mig,0.6,107.9707145690918,3.942251205444336,22.03822135925293
mps-uncap,0.7,53.50136756896973,3.9358139038085938,6.513357162475586
mig,0.7,107.97762870788574,3.969430923461914,22.037744522094727
mps-uncap,0.8,53.79748344421387,3.965139389038086,6.807088851928711
mig,0.8,108.01577568054199,3.958463668823242,22.051334381103516
mps-uncap,0.9,53.681373596191406,4.066705703735352,6.795167922973633
mig,0.9,107.8789234161377,3.9141178131103516,22.06897735595703
mps-uncap,1.0,54.18872833251953,4.001140594482422,6.822824478149414
mig,1.0,107.97262191772461,4.015445709228516,22.036314010620117
mps-uncap,1.1,52.899837493896484,3.997325897216797,6.816864013671875
mig,1.1,108.1535816192627,3.946542739868164,22.07207679748535
mps-uncap,1.2,54.178476333618164,3.965139389038086,6.88934326171875
mig,1.2,108.06798934936523,3.9942264556884766,22.071123123168945
mps-uncap,1.3,55.776357650756836,3.9892196655273438,6.861209869384766
mig,1.3,107.93137550354004,3.9806365966796875,22.135257720947266
