mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,63.96842002868652,4.316806793212891,8.026957511901855
mig,0.6,110.67605018615723,4.070043563842773,22.765636444091797
mps-uncap,0.7,66.81990623474121,4.113316535949707,8.18634033203125
mig,0.7,110.78596115112305,4.08935546875,22.762298583984375
mps-uncap,0.8,68.66335868835449,4.182338714599609,9.1782808303833
mig,0.8,110.84651947021484,4.080057144165039,22.52054214477539
mps-uncap,0.9,70.78397274017334,4.497528076171875,10.560035705566406
mig,0.9,110.82231998443604,4.036188125610352,22.385478019714355
mps-uncap,1.0,73.69637489318848,5.362510681152344,11.332869529724121
mig,1.0,110.96811294555664,4.120588302612305,22.37677574157715
mps-uncap,1.1,76.37643814086914,5.886077880859375,11.518120765686035
mig,1.1,111.07468605041504,4.044532775878906,22.38619327545166
mps-uncap,1.2,80.19781112670898,7.376432418823242,11.938095092773438
mig,1.2,110.79025268554688,4.105567932128906,22.380709648132324
mps-uncap,1.3,86.77947521209717,11.225461959838867,12.36724853515625
mig,1.3,110.86952686309814,4.089117050170898,22.382259368896484
