mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,0.0152587890625,0.011920928955078125,0.0133514404296875
mig,0.6,0.015020370483398438,0.011205673217773438,0.013113021850585938
mps-uncap,0.7,0.015974044799804688,0.012874603271484375,0.012874603271484375
mig,0.7,0.015497207641601562,0.011444091796875,0.012159347534179688
mps-uncap,0.8,0.0152587890625,0.014543533325195312,0.013113021850585938
mig,0.8,0.0152587890625,0.011682510375976562,0.0133514404296875
mps-uncap,0.9,0.014543533325195312,0.01811981201171875,0.011920928955078125
mig,0.9,0.017881393432617188,0.011682510375976562,0.013589859008789062
mps-uncap,1.0,0.015020370483398438,0.019311904907226562,0.011444091796875
mig,1.0,0.014781951904296875,0.014543533325195312,0.014543533325195312
mps-uncap,1.1,0.014543533325195312,0.017404556274414062,0.012874603271484375
mig,1.1,0.02765655517578125,0.01430511474609375,0.02002716064453125
mps-uncap,1.2,0.015497207641601562,0.013589859008789062,0.013589859008789062
mig,1.2,0.018835067749023438,0.014543533325195312,0.029325485229492188
mps-uncap,1.3,0.016450881958007812,0.013589859008789062,0.011205673217773438
mig,1.3,0.019073486328125,0.014543533325195312,0.017404556274414062
