mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,139.8017406463623,242.11824417114266,26.506121158599836
mig,0.6,512.2322797775274,18.281424045562797,161.76069259643523
mps-uncap,0.7,192.70869255065912,426.78173780441307,23.496408462524418
mig,0.7,732.7221679687477,28.012266159057607,123.44708442687978
mps-uncap,0.8,200.1258254051214,11771.444265842436,33.20735931396504
mig,0.8,1189.955229759216,35.36774158477786,218.94901275634774
mps-uncap,0.9,246.87696695327747,26969.517228603363,33.80938768386841
mig,0.9,2308.2708120346065,98.16015243530273,422.48415946960444
mps-uncap,1.0,464.12518978118896,40979.60154533386,49.488000869750955
mig,1.0,1307.3400545120242,1943.4893417358398,1535.548791885376
mps-uncap,1.1,773.6007118225098,46954.55885887146,74.64977502822879
mig,1.1,17754.23719406128,6738.25323343277,9414.07418012619
mps-uncap,1.2,762.2440147399898,55959.18473243713,79.94810104370117
mig,1.2,14122.41703033447,15893.923740386963,12593.130826950073
mps-uncap,1.3,2715.399878025054,64339.603519439705,90.73485851287795
mig,1.3,21574.67488527298,19453.119053840637,21148.302583694458
