mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,95.7787036895752,24.684429168701172,21.34990692138672
mig,0.6,115.92316627502441,15.072822570800781,30.1210880279541
mps-uncap,0.7,96.74906730651855,23.8645076751709,21.08478546142578
mig,0.7,118.0422306060791,6.92439079284668,27.740955352783203
mps-uncap,0.8,99.43771362304688,24.98149871826172,26.480913162231445
mig,0.8,113.68274688720703,15.899181365966797,29.331207275390625
mps-uncap,0.9,102.1270751953125,24.554729461669922,21.246910095214844
mig,0.9,123.57449531555176,11.316061019897461,31.265974044799805
mps-uncap,1.0,101.3638973236084,33.139705657958984,31.375885009765625
mig,1.0,113.83509635925293,13.780593872070312,30.790090560913086
mps-uncap,1.1,104.91037368774414,24.95265007019043,23.769617080688477
mig,1.1,118.3309555053711,9.652376174926758,29.91461753845215
mps-uncap,1.2,103.88803482055664,32.18960762023926,28.42259407043457
mig,1.2,114.31741714477539,9.593486785888672,25.713682174682617
mps-uncap,1.3,107.6195240020752,26.021718978881836,22.4912166595459
mig,1.3,124.7701644897461,15.868425369262695,29.413223266601562
