mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,209.46288108825684,247.1198844909668,38.16770553588865
mig,0.6,622.81506061554,22.33530282974246,184.536619186401
mps-uncap,0.7,266.01457595825156,431.76471948623663,35.87811470031739
mig,0.7,843.4127902984596,32.143678665161126,146.02656364440915
mps-uncap,0.8,267.4543213844301,11776.449263095856,45.87940692901617
mig,0.8,1300.6683063507078,39.41606521606446,241.214303970337
mps-uncap,0.9,317.9638266563415,26974.17672395706,47.32003211975098
mig,0.9,2419.2617726325984,102.24283218383786,444.85005855560297
mps-uncap,1.0,533.5042619705199,40984.783306121826,62.71337270736693
mig,1.0,1418.9840078353884,1947.6556396484375,1557.7928733825684
mps-uncap,1.1,843.1048393249512,46960.09386539459,86.73626422882081
mig,1.1,17864.81698989868,6742.271201610565,9437.58605003357
mps-uncap,1.2,840.354299545288,55969.76907014847,92.17477798461923
mig,1.2,14231.588144302368,15897.988481521606,12615.472829341888
mps-uncap,1.3,2805.324192047118,64352.53152847291,105.04712820053098
mig,1.3,21685.46008825302,19457.234852313995,21170.905208587646
