mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,239.5157814025879,337.5363349914551,48.14767837524414
mig,0.6,651.5791416168213,34.76905822753906,236.50360107421875
mps-uncap,0.7,348.0713367462158,503.6942958831787,50.096988677978516
mig,0.7,909.2507362365723,46.3564395904541,151.06439590454102
mps-uncap,0.8,295.62902450561523,11848.514556884766,69.98014450073242
mig,0.8,1330.6474685668945,53.13897132873535,277.04596519470215
mps-uncap,0.9,352.30374336242676,27232.935667037964,48.137664794921875
mig,0.9,2434.6954822540283,125.8091926574707,492.66743659973145
mps-uncap,1.0,562.1402263641357,41301.867961883545,89.78772163391113
mig,1.0,1504.197597503662,1994.072675704956,1617.1362400054932
mps-uncap,1.1,899.0612030029297,47766.52789115906,124.34792518615723
mig,1.1,17908.9457988739,6840.548992156982,9727.232933044434
mps-uncap,1.2,857.551097869873,56647.864818573,113.18063735961914
mig,1.2,14321.834325790405,16111.467361450195,12732.139348983765
mps-uncap,1.3,2881.458044052124,65030.05623817444,150.69961547851562
mig,1.3,21734.71236228943,19730.234384536743,21291.95261001587
