mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,0.6,93.77574920654297,18.47358703613282,19.830143451690674
mig,0.6,112.66312599182129,4.977200031280519,23.92892837524414
mps-uncap,0.7,91.27233505249023,18.62990856170655,20.081806182861328
mig,0.7,112.67282485961914,4.751920700073242,23.943271636962887
mps-uncap,0.8,96.10558032989502,19.567117691040032,20.305118560791023
mig,0.8,112.82413005828856,4.602580070495606,24.026951789855957
mps-uncap,0.9,97.40090370178223,20.726850032806396,20.198965072631836
mig,0.9,112.92020082473753,4.477930068969725,24.057252407073975
mps-uncap,1.0,99.14884567260742,21.870622634887635,20.164680480957028
mig,1.0,113.03457975387573,4.536294937133789,24.095430374145508
mps-uncap,1.1,100.83425521850586,22.138781547546373,20.290415287017826
mig,1.1,113.26824188232422,4.458904266357422,24.08095359802246
mps-uncap,1.2,101.3161754608154,22.51870393753051,20.418643951416026
mig,1.2,113.15278053283691,4.5241641998291,24.00304079055786
mps-uncap,1.3,101.35180473327635,23.065462112426758,20.650718212127686
mig,1.3,113.32726001739502,4.514107704162598,24.090194702148434
