mode,load,0_densenet161-2,1_densenet201-16,2_efficientnet_b6-8
mps-uncap,0.8,81.25722734866876,449.2095193332055,310.0716480145804
mps-uncap,0.9,87.84456828556046,520.3295453316018,349.9789028475001
mps-uncap,1.0,92.73514962206704,547.3394977844134,383.95346748070943
mps-uncap,0.5,49.75543822938084,276.9501819216972,190.50071416106616
mps-uncap,0.6,58.91287091300041,349.3118145045654,232.84415592796339
mps-uncap,0.7,69.87461643593596,385.92670140757224,265.60361406732864
mps-uncap,0.1,9.119350174195434,53.481254463567055,36.51977929405077
mps-uncap,0.2,19.53763892845701,102.59630818264407,81.43677152093987
mps-uncap,0.3,29.4924423691348,166.70925957802316,119.57500232473097
mps-uncap,0.4,39.628460882826715,215.29720084863428,151.93461195463163
