mode,load,0_densenet161-2,1_densenet201-16,2_efficientnet_b6-8
mps-uncap,0.8,9.45425033569336,15.709400177001953,11.445760726928711
mps-uncap,0.9,9.525537490844727,15.729427337646484,11.438846588134766
mps-uncap,1.0,9.69076156616211,15.764713287353516,11.418342590332031
mps-uncap,0.5,9.521245956420898,15.700578689575195,11.395454406738281
mps-uncap,0.6,9.406089782714844,15.716552734375,11.436700820922852
mps-uncap,0.7,9.487152099609375,15.825510025024414,11.41667366027832
mps-uncap,0.1,9.55057144165039,15.738248825073242,11.459112167358398
mps-uncap,0.2,9.479761123657227,15.719890594482422,11.459589004516602
mps-uncap,0.3,9.670734405517578,15.758275985717773,11.435747146606445
mps-uncap,0.4,9.62519645690918,15.748977661132812,11.41357421875
