mode,load,0_densenet161-2,1_densenet201-16,2_efficientnet_b6-8
mps-uncap,0.8,0.012159347534179688,0.011682510375976562,0.012159347534179688
mps-uncap,0.9,0.011444091796875,0.012636184692382812,0.012159347534179688
mps-uncap,1.0,0.013113021850585938,0.013113021850585938,0.012159347534179688
mps-uncap,0.5,0.011682510375976562,0.013113021850585938,0.011682510375976562
mps-uncap,0.6,0.011682510375976562,0.012159347534179688,0.011444091796875
mps-uncap,0.7,0.011682510375976562,0.01239776611328125,0.011205673217773438
mps-uncap,0.1,0.015497207641601562,0.021696090698242188,0.019788742065429688
mps-uncap,0.2,0.013828277587890625,0.02002716064453125,0.012636184692382812
mps-uncap,0.3,0.01239776611328125,0.013113021850585938,0.01239776611328125
mps-uncap,0.4,0.012636184692382812,0.012159347534179688,0.01239776611328125
