mode,load,0_mobilenet_v2-32,1_resnet101-32,2_vgg19-32
mps-uncap,0.8,20.42388916015625,43.82634162902832,24.683237075805664
mps-uncap,0.9,29.683351516723633,88.97638320922852,26.8399715423584
mps-uncap,1.0,33.74171257019043,97.32985496520996,28.45025062561035
mps-uncap,0.5,6.370067596435547,26.010990142822266,21.527767181396484
mps-uncap,0.6,9.727716445922852,36.10837459564209,23.050785064697266
mps-uncap,0.7,14.871597290039062,42.79065132141113,24.018287658691406
mps-uncap,0.1,5.9555768966674805,17.96436309814453,20.236968994140625
mps-uncap,0.2,6.083965301513672,18.010377883911133,20.23601531982422
mps-uncap,0.3,5.884408950805664,18.27216148376465,20.359039306640625
mps-uncap,0.4,6.012439727783203,20.90167999267578,20.636796951293945
