mode,load,0_mobilenet_v2-32,1_resnet101-32,2_vgg19-32
mps-uncap,0.8,682.0381058815068,263.2844834474845,824.5752930609502
mps-uncap,0.9,794.0387909887744,280.02234236841804,1005.2451961482928
mps-uncap,1.0,918.37274213734,302.9689686808136,1092.0262289991947
mps-uncap,0.5,422.5904371990127,155.00856130171516,538.5580833616133
mps-uncap,0.6,546.0229750907712,189.6316643427245,667.3333154936488
mps-uncap,0.7,623.1465711122431,217.02826431349962,803.8451428865656
mps-uncap,0.1,82.56905927119975,29.282848471252333,114.32706000956864
mps-uncap,0.2,160.76882960927338,58.09480675190508,224.6413662056771
mps-uncap,0.3,286.92019232854534,101.63526074462207,315.67426754342176
mps-uncap,0.4,338.41264323931233,130.56678539020723,412.2286872672019
