mode,load,0_mobilenet_v2-32,1_resnet101-32,2_vgg19-32
mps-uncap,0.8,46.39840126037598,106.92214965820312,32.46879577636719
mps-uncap,0.9,44.301509857177734,110.67652702331543,33.4165096282959
mps-uncap,1.0,47.196388244628906,109.6642017364502,32.82976150512695
mps-uncap,0.5,44.32201385498047,104.56013679504395,31.6162109375
mps-uncap,0.6,45.45331001281738,106.37426376342773,31.954288482666016
mps-uncap,0.7,43.9600944519043,106.21070861816406,31.876087188720703
mps-uncap,0.1,39.28637504577637,70.91450691223145,29.756784439086914
mps-uncap,0.2,31.352996826171875,82.00764656066895,29.565095901489258
mps-uncap,0.3,37.45770454406738,92.80896186828613,30.512571334838867
mps-uncap,0.4,40.06052017211914,94.93327140808105,30.68995475769043
