mode,load,0_mobilenet_v2-32,1_resnet101-32,2_vgg19-32
mps-uncap,0.8,5.527019500732422,17.879724502563477,20.248889923095703
mps-uncap,0.9,5.509376525878906,17.966032028198242,20.216941833496094
mps-uncap,1.0,5.558013916015625,18.50128173828125,20.258426666259766
mps-uncap,0.5,5.523204803466797,17.864465713500977,20.199298858642578
mps-uncap,0.6,5.525827407836914,17.844676971435547,20.219087600708008
mps-uncap,0.7,5.511999130249023,17.864227294921875,20.21312713623047
mps-uncap,0.1,5.521535873413086,17.856597900390625,20.148277282714844
mps-uncap,0.2,5.49769401550293,17.863035202026367,20.10512351989746
mps-uncap,0.3,5.5294036865234375,17.909765243530273,20.13421058654785
mps-uncap,0.4,5.508184432983398,17.842531204223633,20.162105560302734
