mode,load,0_mobilenet_v2-32,1_resnet101-32,2_vgg19-32
mps-uncap,0.8,204.46157455444336,406.5358638763428,172.6686954498291
mps-uncap,0.9,315.9291744232178,689.8341178894043,592.2911167144775
mps-uncap,1.0,1614.3734455108643,1603.393793106079,1385.6289386749268
mps-uncap,0.5,43.06602478027344,154.77561950683594,91.94469451904297
mps-uncap,0.6,231.4763069152832,183.1989288330078,148.87118339538574
mps-uncap,0.7,110.52727699279785,295.30835151672363,236.22608184814453
mps-uncap,0.1,4.162311553955078,11.07335090637207,25.621652603149414
mps-uncap,0.2,28.39064598083496,46.76985740661621,39.37196731567383
mps-uncap,0.3,20.290136337280273,33.09822082519531,82.16071128845215
mps-uncap,0.4,39.546966552734375,67.37422943115234,71.39205932617188
