mode,load,0_mobilenet_v2-32,1_resnet101-32,2_vgg19-32
mps-uncap,0.8,143.09872150421148,232.01584815978993,130.5656433105468
mps-uncap,0.9,269.911975860596,601.1585998535149,427.1026134490948
mps-uncap,1.0,1558.4579110145569,1449.1293525695799,1312.7180480957031
mps-uncap,0.5,27.15534210205075,62.677752971649184,53.87063026428238
mps-uncap,0.6,79.15200710296571,115.31625509262167,79.40763235092157
mps-uncap,0.7,64.70060348510741,201.22311115264893,140.55642604827906
mps-uncap,0.1,0.10263204574584915,5.7977390289306205,22.68095016479491
mps-uncap,0.2,8.67846965789788,23.950204849243157,30.230998992919922
mps-uncap,0.3,10.243303775787354,13.858656883239744,46.369180679321296
mps-uncap,0.4,25.75347900390633,47.70534515380854,54.37262058258059
