mode,load,0_mobilenet_v2-32,1_resnet101-32,2_vgg19-32
mps-uncap,0.8,178.45732212066653,303.2848882675166,158.5233449935912
mps-uncap,0.9,301.507477760315,684.757776260375,454.2757415771459
mps-uncap,1.0,1596.5164303779602,1547.4806118011472,1340.867280960083
mps-uncap,0.5,49.33176994323729,108.56958627700823,78.1267881393433
mps-uncap,0.6,109.89427566528248,171.79548501968446,103.0370831489563
mps-uncap,0.7,93.70601654052733,279.8607492446899,162.97205448150638
mps-uncap,0.1,28.39374303817738,67.33347892761228,46.373343467712395
mps-uncap,0.2,25.663633346557535,65.83769798278809,51.45001411437988
mps-uncap,0.3,34.43390369415283,77.3818230628966,69.28174972534181
mps-uncap,0.4,42.83973217010507,93.58149528503412,76.45493030548097
