mode,load,0_mobilenet_v2-32,1_vgg16-16,2_vgg16-16
mps-uncap,0.8,24.964094161987305,21.729707717895508,21.003246307373047
mps-uncap,0.9,46.4935302734375,41.69785976409912,40.92812538146973
mps-uncap,1.0,645.2031135559082,199.53811168670654,373.47400188446045
mps-uncap,0.5,9.327411651611328,12.558221817016602,12.808799743652344
mps-uncap,0.6,12.613058090209961,15.439510345458984,15.325069427490234
mps-uncap,0.7,17.8910493850708,17.582416534423828,17.908096313476562
mps-uncap,0.1,6.270408630371094,9.377121925354004,9.409427642822266
mps-uncap,0.2,6.328344345092773,9.378910064697266,9.396076202392578
mps-uncap,0.3,6.371736526489258,9.458780288696289,9.43148136138916
mps-uncap,0.4,6.941795349121094,11.101961135864258,10.65516471862793
