mode,load,0_mobilenet_v2-32,1_vgg16-16,2_vgg16-16
mps-uncap,0.8,172.41573333740234,170.5765724182129,147.9036808013916
mps-uncap,0.9,314.90087509155273,216.47143363952637,293.9479351043701
mps-uncap,1.0,2595.1156616210938,602.9152870178223,1058.4914684295654
mps-uncap,0.5,37.713050842285156,37.534475326538086,53.22694778442383
mps-uncap,0.6,78.00555229187012,70.23000717163086,80.45792579650879
mps-uncap,0.7,98.2058048248291,113.3122444152832,102.10156440734863
mps-uncap,0.1,4.6939849853515625,8.090734481811523,16.58916473388672
mps-uncap,0.2,13.912439346313477,14.67275619506836,13.574838638305664
mps-uncap,0.3,30.58791160583496,27.048110961914062,22.483348846435547
mps-uncap,0.4,26.987552642822266,51.9864559173584,49.51000213623047
