mode,load,0_mobilenet_v2-32,1_vgg16-16,2_vgg16-16
mps-uncap,0.8,93.64170551300062,113.84217739105236,113.58187913894656
mps-uncap,0.9,250.38588047027542,171.62375211715673,211.82942390441923
mps-uncap,1.0,2485.7497882843018,522.9737758636478,984.673764705658
mps-uncap,0.5,25.811281204223597,23.104071617126422,30.63909292221078
mps-uncap,0.6,41.25949859619143,43.226146697998054,34.58900451660155
mps-uncap,0.7,64.84606266021729,88.70632648468018,63.94116401672374
mps-uncap,0.1,1.2670230865478636,6.536228656768796,6.079664230346679
mps-uncap,0.2,6.95502281188964,8.503198623657216,7.444033622741705
mps-uncap,0.3,16.274552345275822,14.517247676849358,14.867150783538822
mps-uncap,0.4,19.483237266540534,27.347326278686523,22.571423053741345
