mode,load,0_mobilenet_v2-32,1_vgg16-16,2_vgg16-16
mps-uncap,0.8,211.41743659973145,184.83495712280273,166.6405200958252
mps-uncap,0.9,348.0098247528076,229.37870025634766,314.0544891357422
mps-uncap,1.0,2625.3185272216797,624.3836879730225,1079.843282699585
mps-uncap,0.5,61.38205528259277,49.18217658996582,63.27176094055176
mps-uncap,0.6,86.82894706726074,88.55772018432617,93.53232383728027
mps-uncap,0.7,131.2551498413086,133.30984115600586,123.5804557800293
mps-uncap,0.1,21.628141403198242,22.329330444335938,26.450157165527344
mps-uncap,0.2,28.925180435180664,28.69272232055664,22.838830947875977
mps-uncap,0.3,47.46532440185547,44.198036193847656,39.70766067504883
mps-uncap,0.4,49.50904846191406,69.9155330657959,62.82639503479004
