mode,load,0_mobilenet_v2-32,1_vgg16-16,2_vgg16-16
mps-uncap,0.8,40.229272842407234,45.838451385498104,43.19884777069092
mps-uncap,0.9,119.24958229064943,103.618311882019,123.50165843963623
mps-uncap,1.0,1991.73903465271,380.8060884475708,764.0473365783693
mps-uncap,0.5,5.677843093872072,9.329438209533691,12.017822265625005
mps-uncap,0.6,12.107372283935558,14.558792114257825,14.091014862060547
mps-uncap,0.7,23.597121238708496,29.837322235107425,24.553489685058604
mps-uncap,0.1,0.06589889526367188,0.06794929504394531,0.06930828094482423
mps-uncap,0.2,0.07410049438476564,0.07343292236328125,0.07390975952148438
mps-uncap,0.3,0.8687496185302773,4.881501197814943,4.801154136657715
mps-uncap,0.4,1.7845630645751958,8.341550827026367,7.973766326904299
