mode,load,0_densenet121-16,1_densenet121-16
mig,0.1,0.013589859008789062,0.014781951904296875
mig,0.2,0.01239776611328125,0.013113021850585938
mig,0.3,0.012636184692382812,0.012636184692382812
mig,0.4,0.011920928955078125,0.012636184692382812
mig,0.5,0.011920928955078125,0.01239776611328125
mig,0.6,0.010967254638671875,0.012159347534179688
mig,0.7,0.011682510375976562,0.01049041748046875
mig,0.8,0.012159347534179688,0.012159347534179688
mig,0.9,0.012636184692382812,0.011682510375976562
mig,1.0,0.01239776611328125,0.012636184692382812
