mode,load,0_densenet121-16,1_densenet121-16
mig,0.1,15.483617782592773,13.697385787963867
mig,0.2,15.482664108276367,13.701200485229492
mig,0.3,15.481948852539062,13.699531555175781
mig,0.4,15.48147201538086,13.720512390136719
mig,0.5,15.474557876586914,13.705730438232422
mig,0.6,15.47098159790039,13.687849044799805
mig,0.7,15.486717224121094,13.696908950805664
mig,0.8,15.46931266784668,13.687372207641602
mig,0.9,15.469074249267578,13.690471649169922
mig,1.0,15.464067459106445,13.685226440429688
