mode,load,0_densenet201-16,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,0.8,89.55664634704591,14.563846588134766,6.105995178222658
mps-uncap,0.9,139.203143119812,19.50335502624511,10.226345062255858
mps-uncap,1.0,3183.2258701324463,64.23709392547607,53.01094055175781
mps-uncap,0.5,19.41542625427247,6.543397903442383,3.2393932342529297
mps-uncap,0.6,29.55491542816162,7.105398178100589,3.7514686584472665
mps-uncap,0.7,39.43307399749758,8.043646812438967,4.227590560913087
mps-uncap,0.1,0.33783912658691406,0.8909225463867182,0.06296634674072263
mps-uncap,0.2,11.856436729431152,4.377079010009767,1.542806625366211
mps-uncap,0.3,13.020706176757816,5.722308158874511,2.1502017974853516
mps-uncap,0.4,16.749048233032227,6.741023063659667,2.53138542175293
